,earned,headline,hours,jobs,rate,skills
2065,$60k+,Accounting Manager / Certified QuickBooks Online ProAdvisor,"2,332",55,$56.00,"['Accounting', 'Bookkeeping', 'Intuit QuickBooks', 'Financial Management', 'Financial Accounting', 'Financial Analysis', 'Budgeting & Forecasting', 'Consulting', 'Executive Assistant', 'Business Management']"
2066,$50k+,Japanese translator/interpreter,"1,136",194,$22.78,"['Cinematography', 'Video Editing', 'Proofreading', 'Translation', 'Translation Japanese English', 'Translation English Japanese', 'Subtitling']"
2067,$80k+,Editor | Proofreader | Secretary | Writer,993,17,$18.00,"['Copyediting', 'Proofreading', 'Microsoft Word', 'Adobe Acrobat', 'Microsoft PowerPoint', 'Research Papers', 'Telephone Handling', 'Payroll Processing', 'Supervisory Skills', 'Email Handling']"
2068,$40k+,Experienced Researcher and Information Professional,"1,174",38,$45.00,"['Internet Research', 'Market Research', 'Infographics', 'Business Writing', 'Marketing Research', 'Research', 'Trend Analysis']"
2069,$6k+,"Verbatim Hearing Reporter, legal researcher, writer...many skill sets",396,11,$15.25,"['Academic Writing', 'Legal Research', 'Data Mining', 'Research', 'Copyediting', 'Photo Editing', 'Audio Restoration', 'Event Management', 'Facebook Marketing', 'Forum Moderation']"
2070,$40k+,Bookkeeper and Administrative Assistant,"2,611",19,$30.00,"['Intuit QuickBooks', 'Payroll Processing', 'Accounts Payable Management', 'Accounts Receivable Management', 'Data Entry', 'Administrative Support', 'Calendar Management', 'Invoicing', 'Bank Reconciliation', 'Interviewing']"
2071,$10k+,Sophisticated Editing,"1,373",93,$50.00,"['Editing', 'Content Editing', 'Developmental Editing', 'Proofreading', 'Article Rewriting', 'Adobe InDesign']"
2072,$70k+,Academic Editor | Translator,"4,185",92,$35.00,"['Copyediting', 'Proofreading', 'Translation English Spanish', 'Adobe InDesign', 'LaTeX']"
2073,$80k+,Creative Writer and Copywriter,"6,010",102,$15.00,"['Creative Writing', 'Blog Writing', 'Screenwriting', 'Proofreading', 'Transcription', 'Customer Service', 'Voice Talent', 'Voice Over', 'Resume Writing', 'Copywriting']"
2074,$10k+,Video editor | Design consultant | Web tutorials | App demos,446,71,$45.00,"['Video Editing', 'Video Production', 'Final Cut Pro X', 'ScreenFlow', 'Video Post Editing', 'Audio Editing', 'Sony Vegas', 'Adobe Photoshop']"
2075,$7k+,Senior-Level HR Professional,256,13,$50.00,"['Human Resource Management', 'Startup Consulting', 'Job Description Writing', 'Proofreading', 'Policy Writing', 'Management Skills']"
2076,$80k+,Business Consultant,650,84,$130.00,"['Business Planning', 'Startup Consulting', 'Financial Modeling', 'Business Modeling', 'Business Development', 'Presentation Design', 'Business Writing', 'Business Coaching', 'Microsoft PowerPoint']"
2077,$9k+,Administrative Assistant,"1,271",147,$4.00,"['Internet Research', 'PDF Conversion', 'Graphic Design', 'Data Entry', 'Word Processing']"
2078,$30k+,Bookkeeping / Data Entry,"3,010",17,$14.00,"['Accounts Payable Management', 'Bookkeeping', 'Data Entry', 'Internet Research', 'Accounts Receivable Management', 'Microsoft Excel']"
2079,,Motion Graphics Design | Animation | Explainers,,,,"['Adobe After Effects', 'Motion Graphics', 'Animation', '2D Animation', '3D Animation', 'Adobe Premiere Pro', 'Autodesk Maya', 'Maxon Cinema 4D', 'Adobe Photoshop', 'Compositing']"
2080,$30k+,Tableau & Power BI | CRM Integration | Wordpress Development,712,12,$100.00,"['Tableau Software', 'Microsoft Power BI', 'WordPress', 'CSS', 'Data Visualization', 'Data Analytics', 'Predictive Analytics', 'Google Analytics', 'Python', 'SQL']"
2081,$100k+,"Top Rated Mobile app developer - IOS, Android, IONIC, React Native",615,39,$18.00,"['Android App Development', 'iOS Development', 'iPhone App Development', 'PHP', 'Ionic Framework', 'React Native', 'Ecommerce Platform Development', 'Digital Marketing', 'Firebase', 'Node.js']"
2082,$30k+,Creative genius,"1,387",54,$55.00,"['Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop', 'Adobe Dreamweaver', 'Advertising', 'Illustration']"
2083,$10k+,Writer and Editor,511,2,$45.00,
2084,$20k+,Podcast Producer | Editor | Start-Up | Management,868,39,$44.00,"['Audio Mixing', 'Audio Editing', 'Audio Engineering', 'Audio Mastering', 'Audio Production', 'Audio Post Production', 'Podcasting']"
2085,$30k+,"Editor - eBook, Fiction, Nonfiction, Web content, Business copyediting",311,172,$50.00,"['Copyediting', 'Editing', 'Proofreading', 'English Proofreading', 'English Grammar', 'English Punctuation', 'English', 'Microsoft Word', 'Google Docs', 'eBooks']"
2086,$60k+,"Transcription (98WPM), Virtual Assistant","2,840",254,$15.00,"['Biology', 'English', 'Transcription', 'Virtual Assistant', 'Administrative Support', 'Microsoft Excel', 'Data Entry', 'Live Chat Operator', 'Project Management', 'Customer Support']"
2087,$90k+,Full-Stack Developer,"1,836",17,$60.00,"['PHP', 'Yii', 'Laravel Framework', 'Ionic Framework', 'Apache Cordova', 'MySQL Administration', 'SQL', 'AngularJS', 'jQuery', 'Python']"
2088,$10k+,Accounts Payable/Accounting clerk,"1,939",4,$10.00,
2089,$30k+,Freelance Multimedia Journalist & Writer,224,40,$40.00,
2090,$10k+,Online Marketing and Ecommerce Solutions,300,20,$60.00,"['Google AdWords', 'Google Analytics', 'Constant Contact', 'Search Engine Optimization (SEO)', 'SEO Audit', 'SEO Keyword Research', 'Search Engine Marketing (SEM)', 'Website Development', 'WordPress', 'Pay Per Click Advertising']"
2091,$100k+,"Graphic Designer, Infographic Specialist","2,543",423,$37.50,"['Infographics', 'Graphic Design', 'Brochure Design', 'Flyer Design', 'Print Design', 'Poster Design', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop', 'Translation English Russian']"
2092,$30k+,Squarespace Professional,255,47,$125.00,"['SquareSpace', 'Web Design', 'Responsive Web Design', 'Graphic Design', 'Search Engine Optimization (SEO)']"
2093,$10k+,Visual Artist/ Polyvore Set Designer,"1,008",11,$10.00,"['Visual Arts', 'Sketching', 'Acrylic Painting', 'Realist Painting']"
2094,$30k+,Telemarketing/Lead Gen - Marketing Consultant -,"1,064",100,$25.00,"['Lead Generation', 'Appointment Setting', 'Email Marketing', 'Content Writing', 'Article Writing', 'Blog Writing', 'Newsletter Writing', 'Video Production', 'Telemarketing', 'Market Research']"
2095,$20k+,"CPA, MBA, CFO keeping an eye on your cash",826,22,$50.00,"['Report Writing', 'Microsoft Excel', 'Financial Analysis', 'Financial Forecasting', 'Accounting']"
2096,$100k+,High Conversion Sales Copywriter | Copywriting Ninja,"2,052",221,$97.00,"['Email Marketing', 'Copywriting', 'Sales Letters', 'Landing Pages', 'Video Sales Letter', 'Sales Writing', 'Writing', 'Advertising', 'Marketing Strategy', 'Business Writing']"
2097,,Product Engineering Services,,,,"['Mechanical Engineering', 'Mechatronics', '3D Modeling', 'Product Design', 'Mathematics', 'Technical Writing']"
2098,$3k+,Proofreader,306,2,$23.00,"['English Proofreading', 'English Punctuation', 'English Grammar', 'English Spelling', 'Writing', 'Data Entry', 'Microsoft Excel', 'Microsoft Word', 'General Office Skills']"
2099,$20k+,"Graphic Design, Illustration and Children's Book Illustration",410,133,$38.00,"['Illustration', 'Graphic Design', 'Book Cover Design', 'Logo Design', 'Adobe Illustrator', 'Adobe Photoshop', 'Digital Illustration', ""Children's Book Illustrator"", 'Vector Illustration', 'Print Layout Design']"
2100,,QuickBooks Pro Advisor Bookkeeper with Virtual Assistant Experience,,,,"['Intuit QuickBooks', 'Microsoft Excel', 'Bookkeeping', 'Word Processing', 'Blog Writing', 'Google Apps', 'Bank Reconciliation', 'Accounts Payable Management', 'Social Media Management']"
2101,$6k+,"Design & Writing--skills: photo edit, graphics, content & blog writing",352,12,$18.00,"['Adobe Photoshop', 'Virtual Assistant', 'Intuit QuickBooks']"
2102,,Writer and Social Media Expert,,,,"['Content Writing', 'Copywriting', 'Copyediting', 'Facebook Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing', 'Social Media Management', 'Social Media Optimization (SMO)', 'Twitter Marketing', 'Content Marketing']"
2103,$100k+,Wordpress Developer / Graphic Designer,"2,152",64,$85.00,"['Web Design', 'WordPress', 'Logo Design', 'CSS', 'Adobe Photoshop', 'Adobe Illustrator', 'PHP', 'HTML5', 'Graphic Design', 'Search Engine Optimization (SEO)']"
2104,$60k+,Web Freelancer,842,44,$75.00,"['WordPress', 'Website Development', 'Project Management', 'Angular 5', 'API Development', 'Linux System Administration', 'Bootstrap', 'Vue.js', 'Ionic Framework', 'Ecommerce Platform Development']"
2105,$20k+,Marriage Written in Heaven between Professionalism and Personality,"1,320",71,$25.00,"['Article Writing', 'Creative Writing', 'Blog Writing', 'eBook Writing', 'Editorial Writing', 'Editing', 'WordPress', 'Scripting', 'SEO Writing']"
2106,$50k+,Creative Writer and Copywriter,"1,426",142,$30.00,"['Creative Writing', 'Article Writing', 'Comedy Writing', 'Screenwriting', 'Editing', 'Copywriting', 'Short Story Writing', 'Speech Writing', 'Writing', 'Humor Writing']"
2107,$10k+,Web Developer & Designer,267,13,$75.00,"['WordPress', 'Website Development', 'HTML5', 'CSS3', 'JavaScript', 'jQuery', 'Web Design', 'PHP', 'Frontend Development', 'Shopify']"
2108,$200k+,Insider healthcare writer,"3,518",178,$95.00,"['Medical Writing', 'Copywriting', 'B2B Marketing', 'Marketing Strategy']"
2109,$40k+,Marketing & Social Media Consultant,"2,016",34,$30.00,"['Social Media Marketing', 'Facebook Marketing', 'Twitter Marketing', 'Pinterest Marketing', 'Adobe Digital Marketing Suite', 'Pay Per Click Advertising', 'Copywriting', 'Content Management', 'Travel Planning']"
2110,$30k+,Experienced Virtual Assistant with Staffing background,"2,746",2,$15.00,"['Microsoft Word', 'Microsoft Excel', 'Data Entry', 'Administrative Support', 'eBay Listing/Writing', 'Customer Service', 'Virtual Assistant', 'Internet Recruiting', 'Email Handling', 'Slack']"
2111,$20k+,Communication Assistant and Administrative Assistant,"2,369",23,$20.00,"['Communications', 'Virtual Assistant', 'Email Handling', 'Email Etiquette', 'Data Entry', 'Product Descriptions', 'Social Media Marketing', 'Creative Writing']"
2112,$40k+,"Graphic Designer, Photographer & Marketing Consultant",887,68,$55.00,"['Graphic Design', 'Photography', 'Marketing Strategy', 'Book Cover Design']"
2113,$100k+,Editor/Writer,360,76,$33.33,"['Copyediting', 'Writing', 'Medical Records Research', 'Transcription', 'Internet Research']"
2114,$70k+,Online Business Manager Specializing in Marketing + Automation,"2,964",21,$65.00,"['Social Media Marketing', 'Marketing Strategy', 'Customer Service', 'System Administration', 'Infusionsoft Administration', 'Automation', 'Marketing Automation', 'InfusionSoft Marketing', 'Business Management', 'Project Management']"
2115,$40k+,"Bookkeeper, QuickBooks Online Advanced Certified ProAdvisor","2,008",44,$40.00,"['Intuit QuickBooks', 'Bookkeeping', 'Accounting', 'Bank Reconciliation']"
2116,,Professional Podcast Producer and Voice Artist,,,,"['Voice Over', 'Voice Talent', 'Audio Editing']"
2117,$100k+,Web Developer and Consultant,"2,259",26,$121.00,"['WordPress', 'PHP', 'Laravel Framework', 'Joomla', 'Python SciPy', 'R', 'Machine Learning', 'Microsoft Windows Azure', 'Project Management', 'Search Engine Optimization (SEO)']"
2118,$4k+,Experienced Virtual Assistant & Customer Service Consultant,419,3,$12.50,"['Customer Service', 'Data Entry', 'Email Etiquette', 'Real Estate Law', 'Real Estate Management', 'Phone Support', 'Administrative Support', 'Virtual Assistant', 'Telephone Handling', 'Retail Ops Management']"
2119,$30k+,Expert writer and editor,362,32,$33.33,"['AP Style Writing', 'Article Writing', 'Copywriting', 'Copyediting', 'Journalism Writing', 'Business Writing', 'Editing', 'Proofreading', 'Blog Writing']"
2120,$40k+,Certified Public Accountant,"2,268",6,$40.00,
2121,$200k+,Senior System Architect,"4,012",20,$90.00,"['ASP.NET MVC', 'AngularJS', 'HTML5', 'JavaScript', 'C#', 'SQL', 'API Development', 'Microsoft Windows Azure', 'Twilio API', 'Stripe']"
2122,$50k+,IT Project Manager,695,32,$80.00,"['Project Management', 'Project Management Professional', 'Lean Consulting', 'Project Planning', 'Microsoft Project', 'Agile Software Development', 'Microsoft Excel', 'Visual Basic', 'Product Management', 'Project Scheduling']"
2123,$40k+,Customer Service Champ/ Chat/Email/Zendesk/Shopify/Groove/Intercom,"4,193",11,$20.00,"['Translation Filipino English', 'Microsoft Excel', 'Customer Support', 'Administrative Support', 'Dental Technology', 'Retail Merchandising', 'Zendesk', 'Intercom', 'Shopify', 'Help Scout']"
2124,$20k+,Japanese | Translation | Localization | Marketing,443,99,$35.00,"['Translation', 'Japanese', 'Translation English Japanese', 'Translation Japanese English', 'Market Research', 'Marketing Strategy', 'Proofreading']"
2125,$50k+,"Zendesk Customer Support Specialist, Finnish/English translation","3,843",20,$15.00,"['Data Entry', 'Word Processing', 'Spreadsheets', 'Office Administration', 'Administrative Support', 'Purchasing Management', 'Customer Support', 'Customer Service', 'Finnish']"
2126,$20k+,Human Resources Leader,815,7,$37.50,"['Human Resource Management', 'Recruiting', 'HR Benefits']"
2127,$30k+,Web Developer,518,6,$72.22,"['PHP', 'JavaScript', 'Drupal', 'Laravel Framework', 'Node.js', 'AngularJS', 'Ad Servers', 'Apache Solr', 'Google Apps API', 'React.js']"
2128,$40k+,Experienced Windows Administrator,897,4,$80.00,"['Windows Administration', 'Microsoft SCCM', 'Windows 7 Administration', 'Microsoft SQL Server Administration', 'Microsoft Active Directory', 'ITIL', 'ManageEngine', 'Information Security']"
2129,$70k+,"Librarian, Marketer, and Researcher","3,120",42,$27.78,
2130,$10k+,"Technical & Business English Writer, Editor, Proofreader & Teacher",543,53,$57.77,"['Technical Editing', 'Copyediting', 'Editing', 'Technical Writing', 'Business Writing', 'Distance Education', 'Business Proposal Writing', 'Technical Documentation', 'Data Sheet Writing', 'Article Writing']"
2131,$30k+,"Report Design Expert, Illustration Artist, Writer","1,717",78,$30.00,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Copyediting', 'Microsoft Word', 'Content Writing', 'Illustration', 'Icon Design', 'Graphic Design', 'Print Design']"
2132,$80k+,CCIE R&S Network Engineer,"1,114",130,$105.00,"['Cisco Routers', 'Cisco ASA', 'Cisco IOS', 'VPN', 'Firewall', 'Border Gateway Protocol', 'Amazon Web Services', 'Windows 7 Administration', 'Microsoft Active Directory', 'Microsoft Exchange Server']"
2133,$70k+,GIS/Mobile/Web/Desktop Developer,"1,439",68,$55.00,"['ArcGIS', 'Android App Development', 'Windows Presentation Foundation (WPF)', 'ASP.NET MVC', 'Microsoft Silverlight', 'jQuery', 'Ext JS', 'Dojo Toolkit', 'Python', 'JavaScript']"
2134,$90k+,Versatile Web Designer - WordPress - Web Developer,"4,170",49,$45.00,"['Web Design', 'JavaScript', 'WordPress', 'HTML', 'CSS', 'Advertising', 'Shopify', 'Shopify Templates', 'Frontend Development', 'React.js']"
2135,$800+,"photographer,photo editor,graphic/creative designer,data entry operato",402,7,$3.33,"['Microsoft Word', 'Photo Editing', 'Adobe Photoshop', 'Photograph Color Correction', 'Photography', 'Photo Manipulation']"
2136,$200k+,Internet Marketing & E-Commerce Expert - Top Rated,"2,987",76,$100.00,"['Internet Marketing', 'Google AdWords', 'Search Engine Optimization (SEO)', 'Search Engine Marketing (SEM)', 'Marketing Strategy', 'Conversion Rate Optimization', 'Project Management', 'Management Skills', 'Content Management', 'Pay Per Click Advertising']"
2137,$100k+,"Executive Assistant, Sales/Marketing, Business Development","3,663",14,$38.00,
2138,$20k+,Full Stack Ruby on Rails Developer & Customer Success Manager,935,4,$75.00,"['Customer Support', 'Project Management', 'Ruby on Rails', 'Ruby', 'JavaScript', 'SQL', 'iOS Development']"
2139,$20k+,"Project and Operations Manager, HR, Business Strategy Consultant","1,838",9,$40.00,"['Project Management', 'Startup Consulting', 'Human Resource Management', 'Business Process Modeling', 'Strategic Planning', 'Customer Support', 'Workforce Management', 'Business IT Alignment', 'Online Community Management']"
2140,$10k+,Sr Front End Developer with expertise in ReactJS,261,8,$62.50,"['PSD to HTML', 'HTML5', 'CSS3', 'React.js', 'Ionic Framework', 'JavaScript', 'AngularJS', 'Translation English Dutch', 'Redux for JavaScript']"
2141,$20k+,Professional Writer,745,62,$50.00,"['Technical Writing', 'Writing', 'Legal Writing', 'Press Release Writing', 'Lesson Plan Writing', 'Data Sheet Writing', 'Management Consulting']"
2142,$100k+,"Direct response copywriter: Real estate, Financial, VSL, Ghost writing",421,186,$187.50,"['Copywriting', 'White Paper Writing', 'Business Writing', 'Email Marketing', 'Sales Writing', 'Direct Marketing', 'Advertising', 'B2B Marketing', 'Ghostwriting', 'Sales Letters']"
2143,$60k+,"Senior front-end developer - Bootstrap, PSD to HTML, CSS, Javascript","1,793",65,$60.00,"['PSD to HTML', 'Bootstrap', 'HTML5', 'CSS3', 'jQuery']"
2144,$80k+,Cyber Security Technology and Policy Expert/Manager,714,10,$140.00,"['Policy Writing', 'Information Security', 'Internet Security', 'Network Security', 'Security Analysis', 'Security Engineering', 'Security Infrastructure', 'Certified Information Systems Security Professional (CISSP)', 'Legal Writing', 'Technical Writing']"
2145,,Expert Customer Service and Data Entry Specialist,,,,"['Customer Service', 'Email Handling', 'Invoicing', 'Administrative Support', 'Data Entry', 'Live Chat Operator', 'Intuit QuickBooks', 'Internet Research', 'Billing', 'Data Mining']"
2146,$90k+,"Certified Google AdWords Expert | PPC, SEM, Shopping, SEO Strategies","2,107",102,$55.00,"['Google AdWords', 'Pay Per Click Advertising', 'Search Engine Marketing (SEM)', 'Facebook Marketing', 'Google Shopping', 'Bing Ads', 'WordPress e-Commerce', 'Shopify', 'Search Engine Optimization (SEO)', 'SEO Audit']"
2147,,"Video Editor, Colorist",,,,"['Video Editing', 'Color Grading', 'DaVinci Resolve', 'Motion Graphics', 'Video Color Correction', 'Final Cut Pro X', 'Adobe Premiere Pro', 'Adobe After Effects', 'Video Production', 'Corporate Video']"
2148,$10k+,Custom Home Designer,379,21,$55.00,"['3D Design', '2D Design', '3D Rendering', 'Architectural Rendering']"
2149,$100k+,"Ruby ist /w rails exper. - mentoring, refactoring, architecting","3,861",132,$99.99,"['Ruby on Rails', 'JavaScript', 'Web Programming', 'Golang', 'Node.js', 'Ruby', 'Objective-C', 'Java', 'React.js', 'Elixir']"
2150,$10k+,Expert Level Logo Design and Branding Specialist,305,61,$62.50,"['Logo Design', 'Menu Design', 'Flyer Design', 'Poster Design', 'Brochure Design', 'Label and Package Design', 'Print Design', 'Adobe Illustrator', 'Adobe Photoshop', 'Graphic Design']"
2151,$7k+,Digital Marketing Guru & Virtual Assistant,529,54,$25.00,"['Social Media Marketing', 'Virtual Assistant', 'Data Entry', 'Reputation Management', 'Research', 'Writing', 'Social Media Optimization (SMO)', 'Administrative Support', 'Digital Marketing', 'Business Management']"
2152,$9k+,"20+ years in Healthcare/Admin. Asst., HR, Scheduling, Customer Service",755,17,$15.00,"['Medical Records Research', 'Customer Service', 'Data Entry', 'Records Management', 'Receptionist Skills', 'Appointment Setting', 'Clerical Skills', 'Medical Informatics', 'Administrative Support', 'Human Resource Management']"
2153,$8k+,Creative-minded Assistant at your service,352,17,$29.60,"['Internet Research', 'Virtual Assistant', 'Email Handling', 'Event Planning', 'Travel Planning', 'Google Docs', 'Microsoft Office', 'Microsoft Windows Movie Maker', 'Spreadsheets', 'Slack']"
2154,$8k+,Project Manager,292,19,$45.00,"['Project Management', 'Calendar Management', 'Bookkeeping', 'Virtual Assistant', 'Recruiting', 'Data Entry', 'Email Marketing', 'Website Development', 'LinkedIn Development']"
2155,$5k+,Virtual Assistant/Customer Care Representative,560,12,$8.00,"['Microsoft Excel', 'Microsoft Outlook', 'Phone Support', 'Customer Service', 'Administrative Support', 'Data Entry', 'Organizational Behavior', 'Communications']"
2156,$30k+,HR Consultant & Excellent Customer Service Skills,"3,447",8,$15.00,"['Customer Service', 'HRM', 'Entrepreneurship', 'Travel Writing', 'Travel Planning']"
2157,$20k+,Project Manager/Copywriter/Editor/Customer Svc/Research,475,21,$40.00,"['Strategic Planning', 'Article Writing', 'Blog Writing', 'Content Writing', 'SEO Writing', 'Creative Writing', 'English Grammar', 'Project Management', 'Internet Research', 'Customer Service']"
2158,$100k+,Graphic Designer & Marketing Expert,"1,778",605,$60.00,"['Graphic Design', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Photography', 'Typography', 'Marketing Strategy', 'Social Media Marketing', 'Social Media Management', 'Advertising']"
2159,$60k+,"Freelance Writer, Editor, and Content Developer","1,394",125,$45.00,"['Online Writing', 'Article Writing', 'Blog Writing', 'Editing', 'English Proofreading', 'English Grammar', 'Email Etiquette']"
2160,$200k+,Expert Web Design - Unparalleled Service,"3,155",159,$100.00,"['WordPress', 'PHP', 'CSS3', 'HTML5', 'jQuery', 'Responsive Web Design', 'Shopify', 'Expression Engine']"
2161,$3k+,Writer,335,3,$20.00,"['Writing', 'Editing', 'Microsoft Office 365', 'Academic Writing', 'Fiction Writing', 'Non-Fiction Writing', 'Blog Writing', 'Counseling Psychology', 'English']"
2162,$20k+,Spanish-English Literary Translator & Creative Writer,499,62,$20.00,"['Translation Spanish English', 'Translation English Spanish', 'Translation', 'Spanish', 'English', 'Creative Writing']"
2163,$10k+,Expert WordPress Developer & Bookkeeper,806,6,$30.00,"['WordPress', 'MODX', 'WiX', 'Microsoft Excel', 'Accounting', 'Bookkeeping', 'Financial Analysis', 'Microsoft Word', 'Computer Skills', 'Search Engine Optimization (SEO)']"
2164,$100k+,Social Media Guru,"5,929",196,$15.00,"['Social Media Management', 'Public Relations', 'Market Research', 'Social Media Marketing', 'Advertising', 'Email Marketing', 'Blog Writing', 'Link Building', 'Search Engine Optimization (SEO)', 'Facebook Marketing']"
2165,$100k+,"Yale MBA Expert Finl/Excel Models, Acct, Math Whiz","2,068",84,$70.00,"['Financial Forecasting', 'Microsoft Excel', 'Accounting', 'Microsoft Word', 'English Spelling']"
2166,$10k+,Virtual Assistant,"1,030",9,$22.00,"['Microsoft Word', 'Microsoft Excel', 'Google Docs', 'Writing', 'Telephone Handling', 'Research', 'Order Entry', 'Order Processing', 'Email Handling', 'Email Etiquette']"
2167,$100k+,Java|J2EE|Spring|Struts|PHP|Laravel|Wordpress|React|Angular,"2,788",12,$60.00,"['Java', 'J2EE', 'Spring Framework', 'Spring Security', 'PHP', 'Laravel Framework', 'WordPress', 'CSS', 'React.js', 'AngularJS']"
2168,$3k+,"Marketing, Advertising & Public Relations Consultant",250,9,$14.00,"['Marketing Strategy', 'Facebook Marketing', 'Pinterest Marketing', 'Instagram Marketing', 'Graphic Design', 'Press Advertising', 'Press Release Writing', 'Presentation Design', 'Social Media Marketing', 'Brochure Design']"
2169,,Video Editing,,,,"['Video Editing', 'Adobe Premiere Pro', 'Avid', 'Final Cut Pro', 'Adobe After Effects', 'Narration', 'Content Writing', 'Research', 'Copywriting', 'Article Writing']"
2170,$9k+,"Blogger, Writer and Editor",212,13,$45.00,"['Adobe Creative Suite', '3D Rendering', '2D Design', 'Writing', 'Editing', 'Graphic Design', 'HTML', 'CSS', 'Search Engine Optimization (SEO)', 'Video Editing']"
2171,$10k+,Inside Sales - Cold Calling Specialist,903,30,$20.00,"['Lead Generation', 'Telemarketing', 'Salesforce.com', 'Sales', 'Cold Calling', 'Telephone Handling', 'Presentations', 'Appointment Setting', 'English']"
2172,$100k+,Expert iOS Mobile Application Development,"1,843",80,$125.00,"['iOS Development', 'Swift', 'Objective-C', 'Mobile App Development', 'Firebase', 'Stripe', 'Python', 'Google App Engine', 'Amazon Web Services', 'Apple Watch']"
2173,$200k+,"Fast, Accurate, Understandable Writing/Editing","1,086",561,$45.00,['Medical Writing']
2174,$100k+,17 Year Experienced Salesperson Cold Calling,"6,744",124,$39.50,"['Telemarketing', 'Appointment Setting', 'Cold Calling', 'Lead Generation', 'Customer Service', 'Sales', 'Sales Management', 'Sales Promotion', 'Sales Writing', 'Phone Support']"
2175,$10k+,Copywriter & Branding Specialist,549,39,$30.00,"['Product Descriptions', 'Content Writing', 'Virtual Assistant', 'WordPress', 'Social Media Marketing', 'Research', 'Landing Pages', 'Social Media Management']"
2176,,"Online Marketing Expert & Consultant (Funnels, Lead Gen, Facebook Ads)",,,,"['Marketing Strategy', 'Marketing Automation', 'Email Marketing', 'Lead Generation', 'Brand Consulting', 'Website Development', 'Social Media Marketing', 'Facebook Marketing', 'ClickFunnels', 'Advertising']"
2177,$10k+,Product Photography / Photo Editing / Photo Manipulation,344,97,$60.00,"['Photography', 'Photo Editing', 'Adobe Photoshop', 'Adobe Photoshop Lightroom', 'Adobe Creative Suite', 'Photo Retouching', 'Photo Manipulation', 'Digital Photography', 'Amazon Web Services', 'Microstock Photography']"
2178,$90k+,White paper and landing page specialist who helps you find your voice,"1,854",180,$100.00,"['B2B Marketing', 'Business Writing', 'Marketing Strategy', 'Content Writing', 'Blog Writing', 'Communications', 'SEO Writing', 'Business Analysis', 'Corporate Strategy', 'Copywriting']"
2179,$9k+,Web Designer/Developer/Editor,243,6,$50.00,"['Project Management', 'Brand Management', 'Writing', 'Editing', 'Research', 'Graphic Design', 'Adobe Creative Suite', 'Responsive Web Design', 'User Experience Design']"
2180,$6k+,Writer & Proofreader,243,6,$12.00,"['Article Writing', 'Creative Writing', 'Editing', 'Distance Education', 'Curriculum Development', 'English Tutoring', 'English Grammar', 'Teaching English', 'ESL Teaching', 'AP Style Writing']"
2181,$10k+,Expert American Translator,"1,233",7,$8.75,"['Transcription', 'English Proofreading', 'Editing', 'Translation English Spanish', 'Translation Haitian Creole English']"
2182,$4k+,Virtual Assistant and Travel Planner,246,6,$23.00,"['Email Handling', 'Customer Service', 'Data Entry', 'Organizer', 'Travel Planning', 'Fundraising', 'Event Planning', 'Decision Logic', 'English']"
2183,$4k+,Front-End Web Developer/ Web Designer/ Logo Designer,274,26,$14.00,"['HTML5', 'CSS3', 'Adobe Illustrator', 'Web Design', 'WiX', 'Bootstrap', 'Logo Design', 'Weebly', 'Search Engine Optimization (SEO)', 'HTML Newsletter']"
2184,$30k+,Software Developer,559,12,$75.00,"['PHP', 'iOS Development', 'Android App Development', 'WordPress', 'Joomla', 'C++', 'Linux System Administration', 'JavaScript', 'Machine Learning']"
2185,$4k+,Tax Professional/Bookkeeper/ Admin Manager With Quickbooks and Payroll,338,5,$15.00,"['Data Entry', 'Bookkeeping', 'Customer Service', 'Accounting', 'Quick Books Online', 'Microsoft Excel', 'Microsoft Office', 'Tax Preparation', 'Xero', 'Intuit Quicken']"
2186,$30k+,Microsoft Services Architect / IT Consultant,627,103,$80.00,"['Microsoft Exchange Server', 'Microsoft Lync Server', 'Microsoft Windows Server', 'Microsoft Windows Azure', 'Microsoft Office 365', 'Data Backup', 'Disaster Recovery', 'Microsoft Hyper V', 'Network Security', 'Microsoft Active Directory']"
2187,$20k+,Tax and Accounting Manager,419,2,$60.00,"['Intuit QuickBooks', 'Tax Preparation', 'Financial Accounting']"
2188,$10k+,Writer/Editor,219,54,$35.00,"['Writing', 'Proofreading', 'Editing', 'Literature Review', 'Grant Writing', 'Proposal Writing', 'Project Planning', 'Project Management', 'Compliance', 'Transcription']"
2189,$30k+,Patent Attorney,245,21,$175.00,"['Academic Writing', 'Technical Writing', 'Writing', 'Legal Writing', 'Legal Consulting', 'Intellectual Property Law', 'Patent Law']"
2190,$20k+,Creative Content Writer & Artist with Words.,612,20,$30.00,"['Final Draft', 'Pages', 'Microsoft Word', 'Adobe Creative Suite', 'Microsoft Excel', 'Time Management', 'Creative Writing', 'Article Writing', 'Blog Writing', 'Search Engine Optimization (SEO)']"
