,earned,headline,hours,jobs,rate,skills
1164,$20k+,"Sales Pro - Tech, Engineering, Manufacturing","1,076",3,$40.00,['2D Design']
1165,$30k+,"Infographics, data vizualization and executive presentations",223,42,$85.00,"['Infographics', 'Data Visualization', 'Presentation Design', 'Graphic Design']"
1166,$50k+,Senior Full-Stack Mobile App Developer,"1,052",10,$100.00,"['Mobile App Development', 'Android App Development', 'iOS Development', 'Swift', 'Objective-C', 'Java', 'React Native', 'Ionic Framework', 'Git', 'PHP']"
1167,$7k+,Excel Report Specialist,638,2,$9.00,['Microsoft Excel']
1168,$50k+,Software Developer / Systems Architect,634,1,$85.00,"['PHP', 'HTML5', 'CSS', 'JavaScript', 'MySQL Programming', 'MySQL Administration', 'REST', 'Vue.js', 'Linux System Administration', 'Bootstrap']"
1169,$10k+,Expert Social Media Strategist & Manager: Facebook/Twitter/Instagram,307,17,$65.00,"['Social Media Management', 'Facebook Marketing', 'Twitter Marketing', 'Instagram Marketing', 'Facebook Development', 'YouTube Development', 'Social Media Marketing', 'Social Media Optimization (SMO)']"
1170,$5k+,Skilled Customer Service Representative,252,1,$22.00,"['Microsoft Office', 'Communications', 'Virtual Assistant', 'Customer Service', 'Call Handling', 'Administrative Support', 'Telephone Handling', 'Email Handling', 'Customer Support', 'Data Entry']"
1171,$10k+,CMO - Marketing Strategy and Lead Generation Expert,220,2,$75.00,"['Digital Marketing', 'Search Engine Optimization (SEO)', 'Search Engine Marketing (SEM)', 'Social Media Marketing', 'Marketing Strategy', 'Mobile Marketing', 'Analytics', 'Email Marketing', 'Content Strategy', 'Content Marketing']"
1172,$20k+,Senior Shopify( Theme and APP ) | WooCommerce Developer,419,46,$70.00,"['Shopify', 'WordPress', 'Internet Security', 'Internet Marketing', 'Magento', 'Woocommerce', 'jQuery', 'CSS', 'JavaScript', 'PHP']"
1173,$20k+,"Sales, Customer Service, Administrative Support & Data Entry","1,109",10,$25.00,"['Administrative Support', 'Data Entry', 'Outbound Sales', 'Telephone Handling', 'Telemarketing', 'Cold Calling', 'Database Administration', 'Transaction Processing']"
1174,$10k+,Amazon Expert For Established Brands,297,25,$100.00,"['Pay Per Click Advertising', 'Pay Per Click', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)']"
1175,$20k+,Wordpress Developer / SEO Specialist,424,10,$65.00,"['Responsive Web Design', 'Ecommerce Platform Development', 'WordPress', 'Graphic Design', 'Email Marketing', 'Search Engine Optimization (SEO)', 'Website Development', 'Shopify', 'Magento']"
1176,$2k+,Social Media and Marketing Support Specialist,212,1,$18.00,"['Content Development', 'Marketing Communications', 'Brand Marketing', 'Brand Consulting', 'Social Media Management', 'Website Development']"
1177,$20k+,Web Content Writer,976,1,$20.00,"['Internet Research', 'WordPress', 'SEO Writing', 'Editing', 'Interviewing', 'AP Style Writing']"
1178,,Fractional CEO/Fundraising consultant,,,,"['Strategic Planning', 'Management Consulting', 'Investment Banking', 'Business Planning']"
1179,,Cross Platform Mobile App & Web Developer,,,,"['Mobile App Development', 'Objective-C', 'Swift', 'React Native', 'Java', 'JSON', 'iPhone App Development', 'Game Development', 'Unity', 'JavaScript']"
1180,$30k+,Graphic Designer - Illustrator,"1,370",282,$30.00,"['Adobe Photoshop', 'Adobe Illustrator', 'Content Writing', 'Adobe Creative Suite', 'Adobe Flash', 'Adobe InDesign', 'Art Direction']"
1181,$20k+,"Customer Support, Audio Production, Voice Over",807,5,$31.50,"['Voice Talent', 'Voice Over', 'Audio Editing', 'Audio Production', 'Writing', 'Editing', 'Technical Support', 'Administrative Support', 'Customer Service', 'Customer Support']"
1182,$10k+,"Resume, Cover Letter and LinkedIn Specialist",371,194,$60.00,"['Resume Writing', 'Cover Letter Writing', 'Program Management', 'Copyediting', 'Organizational Development', 'English Proofreading', 'Technical Writing', 'Essay Writing', 'Human Resource Management', 'Editing']"
1183,$20k+,Does Microsoft Excel scare you? I can help!!,271,112,$40.00,"['Process Improvement', 'Financial Analysis', 'Microsoft Office', 'Inventory Management', 'Microsoft Word', 'Customer Service', 'Public Speaking', 'Accounting', 'Data Analytics', 'Microsoft Excel']"
1184,$20k+,Audio Recording & Mixing Engineer,341,248,$35.00,"['Audio Mixing', 'Audio Editing', 'Sound Editing', 'Avid Pro Tools', 'Audio Restoration', 'Sound Design', 'Audio Production', 'Audio Engineering']"
1185,$200k+,Effective Copy Since 2007,"3,872",144,$55.00,"['Business Writing', 'Advertising', 'Copywriting', 'Content Writing']"
1186,,Expert Full-stack Web & Mobile developer + Blockchain smart contracts,,,,"['Blockchain', 'Ethereum', 'Node.js', 'JavaScript', 'Meteor', 'Website Development', 'SQL', 'Linux System Administration', 'Android', 'Vue.js']"
1187,$10k+,Japanese-English Translator,513,56,$25.00,['Translation English Japanese']
1188,$10k+,Data Scientist,205,18,$100.00,"['R', 'Excel VBA', 'Microsoft Excel', 'Python', 'Data Science']"
1189,$20k+,Project Manager & Content Writer,358,92,$45.00,"['Interviewing', 'Research', 'Customer Service', 'Program Management', 'Data Mining', 'Data Entry', 'Writing', 'Blog Writing', 'Article Writing', 'Editing']"
1190,$10k+,Blog and Article Writer Helping Small Businesses Attract Customers,205,36,$55.00,"['Copywriting', 'Research', 'Sales Writing', 'Content Writing', 'Content Marketing', 'Blog Writing', 'Lead Generation', 'Landing Pages', 'Advertising', 'Internet Marketing']"
1191,$40k+,Writing Consultant,"1,647",3,$30.00,"['Technical Writing', 'Academic Writing', 'Internet Research', 'Screenwriting', 'Software QA Testing', 'Computer Skills', 'Internet Recruiting']"
1192,$50k+,Well-Researched and Clear Content Writing,"3,080",11,$23.50,"['Writing', 'Research', 'Internet Research', 'Biology', 'Microsoft Word', 'Microsoft PowerPoint', 'Translation English Mandarin', 'Translation Mandarin English', 'Microsoft Excel']"
1193,$30k+,E-Commerce & Marketplace Marketing Consultant,205,56,$75.00,"['Microsoft Excel', 'Ecommerce Platform Development', 'Social Media Marketing', 'Content Writing', 'Internet Marketing', 'Amazon MWS', 'Amazon Web Services', 'Shopify', 'Marketing Strategy', 'eBay Marketing']"
1194,$100k+,"Expert writer, editor and educator.","2,768",167,$40.00,"['Writing', 'Creative Writing', 'Technical Writing', 'Education Technology', 'Communications', 'Distance Education', 'Journalism Writing', 'Blog Writing', 'Academic Writing', 'Copyediting']"
1195,$10k+,"Web development, Wordpress, small business success consulting.",353,22,$65.00,"['WordPress', 'eBay Web Services', 'Microsoft Excel', 'eBay API', 'Twitter Bootstrap', 'Zurb Foundation']"
1196,$40k+,Infusionsoft Expert and Digital Marketing Strategist,886,19,$100.00,"['Infusionsoft Administration', 'Infusionsoft Development', 'InfusionSoft Marketing', 'HTML', 'CSS3', 'Responsive Web Design', 'PHP', 'WordPress']"
1197,$7k+,Public Relations Professional,233,17,$45.00,"['Public Relations', 'Media Relations', 'Strategic Planning', 'Writing', 'Press Release Writing', 'Editing']"
1198,$50k+,Mechanical Engineer and Product Designer,"1,132",25,$50.00,"['Mechanical Engineering', 'Mechanical Design', 'Computer-Aided Design', 'Technical Writing', 'SolidWorks', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'Creative Writing', 'Product Development']"
1199,$20k+,Virtual Assistant,"1,178",4,$25.00,"['Virtual Assistant', 'SEO Keyword Research', 'SEO Backlinking', 'Web Services', 'Web Design', 'Google Website Optimizer', 'Web Programming', 'Social Media Management', 'Social Media Marketing']"
1200,$3k+,Social Media Manager,237,2,$60.00,"['Social Media Management', 'Writing', 'Blog Writing', 'SquareSpace', 'Sprout Social', 'MailChimp', 'Adobe Illustrator', 'Canva', 'Journalism Writing']"
1201,$10k+,Digital media editor and writer,290,1,$35.00,"['WordPress', 'Writing', 'Social Media Management', 'HTML', 'CMS Development']"
1202,$100k+,Expert Data Scientist/Statistician and Data Manipulator,"1,491",3,$120.00,"['R', 'SQL', 'Tableau Software', 'Microsoft Excel', 'SAS', 'Stata', 'Python', 'Microsoft Access Programming']"
1203,$7k+,Go2Market Customer/ Sales/ Opps lady,315,1,$45.00,"['Business Development', 'Project Management', 'CRM', 'Marketing Strategy', 'Sourcing']"
1204,$10k+,Bookkeeper,953,3,$40.00,"['Microsoft Office', 'Bookkeeping', 'Intuit QuickBooks']"
1205,$20k+,HubSpot + Salesforce / Inbound Marketing and Sales Strategy Consultant,217,3,$80.00,"['HubSpot', 'Inbound Marketing', 'Email Marketing', 'SEO Keyword Research', 'Salesforce.com', 'Lead Generation']"
1206,$10k+,"Excel Expert, Excel Guru, Excel Consultant, VBA",245,32,$60.00,"['Microsoft Excel', 'Excel VBA', 'Analytics', 'Automation', 'Spreadsheets', 'Financial Analysis', 'Financial Reporting', 'Financial Forecasting', 'Financial Modeling', 'Data Modeling']"
1207,$10k+,Graphic Artist and eLearning Developer,409,6,$40.00,"['Articulate Storyline', 'Adobe Captivate', 'Lectora', 'Adobe Creative Suite', 'Microsoft Office', 'HTML5', 'CSS', 'Section 508 Compliance', 'Vector Illustration']"
1208,$10k+,Certified Infusionsoft Consultant - LinkedIn Lead Generation,237,16,$75.00,"['InfusionSoft Marketing', 'Marketing Automation', 'ClickFunnels', 'LeadPages', 'WordPress', 'Memberium', 'Facebook Marketing']"
1209,$70k+,"Full-Stack Expert: Web, Mobile, AWS, Node, React, Python, and Shopify",954,34,$200.00,"['Node.js', 'Python', 'JavaScript', 'Website Development', 'Amazon Web Services', 'Shopify', 'Django', 'Vue.js', 'HTML5', 'CSS3']"
1210,$40k+,"Social Media Expert, Experienced Copywriter, and Fashion Enthusiast",420,91,$35.00,"['Market Research', 'Marketing Strategy', 'Social Media Marketing', 'Facebook Marketing', 'Copywriting', 'Product Descriptions', 'Blog Writing', 'Social Media Management', 'Fashion Design', 'Product Development']"
1211,$70k+,"Web Designer, UI/UX Designer, Front-End Developer","1,274",28,$115.00,"['HTML5', 'CSS3', 'Adobe Illustrator', 'Adobe Photoshop', 'SquareSpace', 'Shopify', 'WordPress', 'Adobe InDesign', 'Adobe Flash', 'Adobe Dreamweaver']"
1212,$20k+,"IT, Admin Support",,,$18.00,"['', '', '', '', '']"
1213,$20k+,"Professional Writer, Editor & Translator, Supportive Virtual Assistant","1,172",21,$12.00,"['Translation German English', 'Translation Italian English', 'Writing', 'Editing', 'English Proofreading', 'Virtual Assistant', 'SEO Writing', 'Social Media Marketing', 'Book Writing']"
1214,$8k+,"Travel Blogger, Content Writer, and Translator",329,8,$30.00,"['Blog Writing', 'Content Writing', 'Article Writing', 'Translation', 'Technical Writing', 'Copywriting', 'Journalism Writing', 'Social Media Marketing', 'Twitter Marketing', 'Travel Writing']"
1215,$20k+,"Skilled Writer, Editor & Transcription Specialist",658,77,$30.00,"['Transcription', 'Typing', 'Content Writing', 'Creative Writing', 'Article Writing', 'English Proofreading', 'Search Engine Optimization (SEO)', 'Ghostwriting', 'Blog Writing', 'Copyediting']"
1216,$60k+,"Full Stack Developer- Django, ReactJs, React Native, Angularjs","1,180",5,$65.00,"['Python', 'Django', 'PostgreSQL Administration', 'Web Design', 'HTML5', 'HTML', 'CSS', 'AngularJS', 'Atlassian JIRA', 'Node.js']"
1217,$200k+,Virtualization and Cloud Architect.,"2,699",25,$125.00,"['Windows PowerShell', 'Python', 'Bash', 'Windows Administration', 'Windows App Development', '.NET Framework', 'Cloud Computing', 'Java', 'VMware Administration', 'SaaS']"
1218,$50k+,Embedded Software Engineer,752,1,$90.00,"['C', 'Qt']"
1219,$100k+,Professional author with 10+ years experience,"2,852",6,$35.00,"['Creative Writing', 'Writing', 'Fiction Writing', 'English Grammar', 'Microsoft Word', 'English Spelling', 'Short Story Writing']"
1220,,Virtual Assistant with Microsoft Office Experience,,,,"['Virtual Assistant', 'Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Publisher', 'Mail Merge', 'Data Entry', 'Resume Writing', ""Blackbaud The Raiser's Edge"", 'MailChimp']"
1221,$10k+,Product Designer | Industrial Designer | Structural Designer,331,17,$50.00,"['Computer-Aided Design', 'Concept Design', 'Product Design', 'Industrial Design', 'Manufacturing Design', 'Reverse Engineering', '3D Printing', 'Autodesk Inventor', 'Fusion 360', 'AutoCAD']"
1222,$60k+,UI/UX Designer | Interaction Designer | Product Designer,786,47,$90.00,"['User Experience Design', 'User Interface Design', 'Mobile UI Design', 'Sketch App', 'Invision', 'Web Design', 'WordPress', 'Adobe Photoshop', 'Interaction Design', 'Product Design']"
1223,$100k+,Quality Front-end and WordPress Development,"1,140",156,$130.00,"['WordPress', 'HTML5', 'CSS3', 'JavaScript', 'Responsive Web Design', 'PSD to Wordpress', 'PSD to HTML', 'jQuery', 'Node.js', 'Browserify']"
1224,$10k+,Portuguese - Vietnamese - English translator/proofreader,316,105,$21.00,"['Translation Portuguese English', 'Translation English Vietnamese', 'Proofreading', 'Virtual Assistant', 'Customer Support', 'Subtitling', 'Microsoft Office', 'Adobe InDesign', 'Adobe PDF', 'SDL Trados']"
1225,$20k+,"Psychologist-Education, Parenting, Technology",251,59,$70.00,"['Academic Writing', 'Article Writing', 'Content Writing', 'Research', 'Literature Review', 'Child Counseling', 'Counseling Psychology', 'Curriculum Development', 'Education Technology', 'Report Writing']"
1226,,PhD Dissertation & Thesis Editor | APA Expert | Wordsmith,,,,"['Academic Editing', 'Editing', 'Copyediting', 'Research Papers', 'Academic Writing', 'Proofreading', 'English Proofreading', 'Content Editing', 'Scientific Writing', 'English Grammar']"
1227,$8k+,eLearning/LMS/WordPress/LearnDash/Moodle/Articulate expert,205,10,$75.00,"['Moodle', 'Learning Management System (LMS)', 'Articulate', 'WordPress', 'Lectora', 'Adobe Photoshop', 'Woocommerce', 'Instructional Design', 'LearnDash']"
1228,,"Easily attract customers who spend more, stay longer and refer others",,,,"['Internet Marketing', 'Direct Marketing', 'Social Media Marketing', 'Marketing Strategy', 'Copywriting', 'Sales Writing', 'Sales Letters', 'Direct Sales', 'B2B Marketing', 'Pay Per Click Advertising']"
1229,$30k+,Expert Corporate Financial Planning and Analysis || Financial Modeling,470,44,$100.00,"['Financial Forecasting', 'Financial Modeling', 'Microsoft Excel', 'Financial Analysis', 'Business Planning', 'Consulting', 'Investment Banking', 'Business Modeling', 'Startup Consulting', 'Financial Accounting']"
1230,$80k+,"Professional Content Creation Specialist, Writer, and Researcher",371,187,$43.75,"['Business Writing', 'Article Writing', 'Blog Writing', 'eBooks', 'Editing', 'English Grammar', 'English']"
1231,$20k+,"Freelance Writer~Ghost Writer~Books, Novels, Short Stories, Articles",583,33,$30.00,"['Creative Writing', 'Ghostwriting', 'Article Writing']"
1232,$60k+,,"1,127",7,$55.56,"['Data Cleansing', 'Blog Writing', 'Content Writing', 'Eloqua', 'Lead Generation', 'Marketing Strategy', 'SEO Keyword Research', 'Salesforce.com', 'Event Planning', 'Marketing Automation']"
1233,$60k+,Quality quant solutions quickly from an expert consultant,225,42,$200.00,"['Microsoft Excel', 'R', 'C++', 'Cloud Computing', 'CUDA', 'OpenCL', 'Quantitative Analysis', 'Python', 'Financial Analysis', 'Big Data']"
1234,$40k+,Wordpress Website Developer,831,48,$35.00,"['WordPress', 'Microsoft Excel', 'Website Development']"
1235,,Professional Virtual Assistant Services,,,,"['Virtual Assistant', 'Legal Assistance', 'Office Administration', 'Windows Administration', 'General Office Skills', 'Web Design', 'Google Docs', 'Customer Support', 'Paralegal Services', 'Social Media Management']"
1236,$30k+,"Simple, Clean, Flat Graphic Designer",229,99,$50.00,"['Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop', 'Graphic Design', 'Logo Design', 'Corporate Brand Identity', 'Print Design', 'Print Layout Design', 'Data Visualization', 'Typesetting']"
1237,$10k+,"Small Business & Nonprofit Consultant - Operations, HR, Finance",293,17,$60.00,"['Management Consulting', 'Human Resource Management', 'Operations Management', 'Startup Consulting', 'Financial Analysis', 'Report Writing', 'Financial Reporting', 'Policy Writing', 'Grant Writing', 'Organizational Development']"
1238,$40k+,"PHP, Laravel, Vue.js and Wordpress Developer",908,7,$65.00,"['PHP', 'Laravel Framework', 'WordPress']"
1239,$10k+,Project Manager with Marketing and Office Administration Experience,474,11,$30.00,"['Event Planning', 'Virtual Assistant', 'Social Media Marketing', 'Email Marketing', 'MailChimp', 'Microsoft PowerPoint', 'Project Management', 'English Proofreading', 'Human Resource Management']"
1240,$10k+,Independent Software Developer - QA,656,1,$25.00,"['HTML5', 'CSS3', 'JavaScript', 'Microsoft Visual C++', 'Visual Basic', 'Excel VBA', 'Arduino', 'Electronics', 'Software QA Testing']"
1241,$50k+,Academic and Technical Writer,"1,243",11,$50.00,"['Adobe Creative Suite', 'Adobe Flash', '3D Printing', 'Adobe Dreamweaver']"
1242,$40k+,"Strategist, CRM & Marketing Automation, IT/Technical Writer",228,14,$120.00,"['Marketing Strategy', 'HubSpot', 'Salesforce.com', 'Business Process Modeling', 'Business Proposal Writing', 'Technical Writing', 'Email Marketing', 'CRM', 'Marketing Automation', 'Business IT Alignment']"
1243,$9k+,"Virtual Assistant / Admin. Work, Website Developer, Voice Over",381,3,$25.00,"['Adobe Creative Suite', 'Microsoft Word', 'Microsoft Excel', 'Calendar Management', 'Organizational Behavior', 'Voice Over American Accent', 'Transcription', 'Website Development', 'Singing']"
1244,$10k+,"Math, statistics, algorithms, data analysis expert (PhD, 20+ yr exp)",214,33,$60.00,"['Regression Testing', 'Machine Learning', 'Predictive Analytics', 'Python', 'Statistics', 'MATLAB', 'Financial Modeling', 'Linear Programming', 'Mathematics', 'Algorithm Development']"
1245,$9k+,Human Resources and Recuiting,289,4,$28.00,"['Human Resource Management', 'Recruiting', 'Content Writing', 'Resume Writing', 'Payroll Processing', 'Project Management']"
1246,$30k+,Senior Test Engineer with 9 years of exp,"1,835",2,$25.00,"['Functional Testing', 'Test Automation', 'SQL', 'Manual Test Execution', 'Agile Software Development', 'Database Testing', 'Regression Testing', 'Web Testing', 'Test Case Design', 'Test Management']"
1247,$30k+,"Expert Transcriptionist: Meticulous Data Entry: Kindle, CreateSpace","1,841",49,$30.00,"['Data Entry', 'English', 'Social Media Management', 'Customer Service', 'Editing', 'GIMP', 'Canva', 'Apple iMovie', 'Microsoft Office']"
1248,$6k+,"Administrative, Data Entry, & Spreadsheet Professional",376,5,$25.00,"['Accounting', 'Administrative Support', 'Bookkeeping', 'Communications', 'Customer Service', 'Data Entry', 'Microsoft Excel', 'Process Improvement', 'Virtual Assistant']"
1249,$10k+,UX/UI Designer,293,35,$50.00,"['Adobe Creative Suite', 'Graphic Design', 'Icon Design', 'Logo Design', 'Brochure Design', 'Flyer Design', 'Mobile UI Design', 'UX Design', 'User Interface Design', 'User Experience Design']"
1250,$5k+,ISTQB Certified Software Testing and Quality Assurance,211,2,$24.00,"['Software Testing', 'Software QA Testing', 'Software Debugging', 'Mobile App Testing']"
1251,$20k+,"Web API Integrator (Zapier, Webhooks, RESTful API)",427,57,$50.00,"['Zapier', 'JavaScript', 'HTML', 'CSS', 'Microsoft Office 365', 'Google Apps', 'REST', 'API Development', 'Google APIs', 'Google Forms']"
1252,$4k+,"Writer and Editor: Agriculture, Sustainability, and Stewardship",210,4,$45.00,"['Content Writing', 'Copyediting', 'Ghostwriting', 'Article Writing', 'Blog Writing', 'Research', 'Academic Writing', 'Agriculture', 'Sustainable Design']"
1253,$30k+,Coaching & Program Management | 2018 Smartsheet Certified User,959,21,$65.00,"['Smartsheet', 'Program Management', 'Project Management', 'Business Analysis', 'Microsoft Office', 'Google Forms', 'Career Counseling', 'Technical Documentation', 'Section 508 Compliance', 'Survey Design']"
1254,$20k+,JD- Legal Freelancer,681,7,$35.00,"['Legal Writing', 'Legal Research', 'Legal Transcription', 'Editing', 'Writing', 'Microsoft Office', 'Westlaw']"
1255,$9k+,Expert Travel Planner with Administrative experience,552,3,$20.00,"['Amadeus', 'Microsoft Office', 'WordPress', 'Pinterest Marketing', 'Social Media Marketing', 'Travel Agent', 'Windows Administration', 'Mac OSX Administration', 'Microsoft Office 365']"
1256,$5k+,Digital Content Writer and Marketing Specialist,365,21,$32.00,"['SEO Writing', 'Search Engine Optimization (SEO)', 'Social Media Marketing', 'Social Media Management', 'Social Media Optimization (SMO)', 'Pay Per Click Advertising', 'Advertising', 'Google Analytics', 'Google AdWords', 'Google AdWords Development']"
1257,$8k+,Writer and Editor,344,3,$25.00,"['Writing', 'SEO Writing', 'RPG Writing']"
1258,$30k+,Business Writer | Content Strategist,940,11,$59.00,"['Presentations', 'Speech Writing', 'Copywriting', 'Business Proposal Writing', 'Investment Preparation']"
1259,$3k+,Virtual Assistant with customer service background.,280,4,$16.00,"['Call Center Management', 'Chat Support', 'Transcription', 'Data Entry', 'Email Handling', 'Virtual Assistant', 'Writing', 'Photography', 'Travel Planning', 'Recruiting']"
1260,$8k+,Skilled iOS Software Designer,270,6,$55.00,"['Apple Xcode', 'iOS Development', 'iPhone App Development', 'Swift', 'Web Design', 'Responsive Web Design', 'Python', 'Computer Vision', 'GPS Development', 'Google Maps API']"
1261,$10k+,Agile Project Manager | Strategic Operations Director,488,4,$55.00,"['Agile Project Management', 'Business Process Management (BPM)', 'Strategic Planning']"
1262,$10k+,Client Experience & Operations Management Professional,642,5,$20.00,"['Email Handling', 'Email Etiquette', 'Customer Service', 'Customer Support', 'Appointment Setting', 'Calendar Management', 'Data Entry', 'Accounts Payable Management', 'Accounts Receivable Management', 'Billing']"
1263,$20k+,Senior Software Architect,381,1,$200.00,"['C#', 'Oracle Endeca', 'VB.NET', '.NET Framework', 'SQL']"
1264,$6k+,Architectural Consultant,249,2,$30.00,"['Drafting', 'Craft', 'Survey Design', 'Adobe Creative Suite', 'SketchUp', 'Autodesk Revit', 'VectorWorks', 'AutoCAD', 'ArcGIS', 'CNC Programming']"
1265,$7k+,QuickBooks Online Certified ProAdvisor,269,22,$30.00,"['Intuit QuickBooks', 'Intuit Quicken', 'Microsoft Word', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Publisher', 'Notary Public', 'Interviewing', 'Business Planning', 'Market Research']"
1266,$10k+,"Project Manager, Customer Service Specalist, and Virtual Assistant",475,1,$30.00,"['Writing', 'Proofreading', 'Data Entry', 'Analytics']"
1267,$30k+,Database Developer,519,4,$80.00,"['Tableau Software', 'FileMaker', 'MySQL Programming', 'Shopify', 'Magento']"
1268,$60k+,Full Stack Python Developer,518,4,$50.00,"['Python SciPy', 'Flask', 'Django', 'MySQL Programming', 'JavaScript', 'jQuery', 'PostgreSQL Programming', 'Ruby on Rails', 'Amazon S3', 'Elasticsearch']"
1269,$8k+,"Research, Investment Services and Virtual Assistant",283,39,$25.00,"['Microsoft Excel', 'Business Valuation', 'Accounting', 'Investment Research']"
1270,$10k+,The excellence you need to succeed!,371,56,$31.25,"['English', 'English Proofreading', 'Transcription', 'Academic Writing', 'Writing', 'Fiction Writing', 'Non-Fiction Writing', 'Data Entry', 'Email Etiquette', 'Typing']"
1271,,SEO & Link Building That Doesn't Bamboozle You,,,,"['Search Engine Optimization (SEO)', 'SEO Audit', 'Search Engine Marketing (SEM)', 'Link Building', 'Google Analytics', 'SEO Backlinking', 'SEO Keyword Research']"
1272,$20k+,"Expert Software, Database & Report Developer",666,11,$60.00,"['C#', 'SQL Programming', 'ASP.NET', 'Data Modeling', 'Tableau Software', 'Microsoft SQL Server Programming', 'Microsoft SQL SSRS', 'SQL Server Integration Services (SSIS)', 'Database Programming', 'Report Writing']"
1273,$40k+,Web Developer,647,50,$57.00,"['JavaScript', 'Python', 'HTML5', 'AJAX', 'CSS', 'jQuery', 'Backbone.js', 'Django', 'Node.js', 'React.js']"
1274,$5k+,Translator and Editor,285,2,$15.00,"['Translation English Spanish', 'Translation Spanish English', 'Editing', 'Typing']"
1275,$60k+,"Local SEO, Technical SEO & On Page SEO, Schema.org, JSON+LD","1,288",163,$55.00,"['Search Engine Optimization (SEO)', 'SEO Audit', 'Google Webmaster Central', 'WordPress', 'English', 'English Spelling', 'Internet Research']"
1276,$100k+,Data journalist.,"1,213",86,$100.00,"['Tableau Software', 'Data Analytics', 'Data Cleansing', 'Data Visualization', 'Business Intelligence']"
1277,$100k+,false,"10,947",9,$16.67,"['MySQL Programming', 'PhpBB']"
1278,$40k+,Front-end developer,843,9,$60.00,"['JavaScript', 'AngularJS', 'CSS3', 'HTML5', 'WordPress', 'jQuery', 'Ruby on Rails', 'Node.js']"
1279,$70k+,Digital Marketing Consultant,910,7,$105.00,"['Email Marketing', 'Marketing Automation', 'HubSpot', 'Inbound Marketing', 'Marketing Strategy', 'Content Strategy', 'Digital Strategy', 'Lead Generation', 'Content Development', 'Copywriting']"
1280,$100k+,"GDPR Compliance, ToU, Contracts, Incorporation, Licensing, NDA, IP+",942,784,$60.00,"['Negotiation', 'Contract Drafting', 'Contract Law', 'Corporate Law', 'Intellectual Property Law', 'International Law', 'Legal Consulting', 'Licensing', 'Non-Disclosure Agreements', 'Privacy']"
1281,$100k+,"Graphic Designer, Infographic Specialist","2,543",423,$37.50,"['Infographics', 'Graphic Design', 'Brochure Design', 'Flyer Design', 'Print Design', 'Poster Design', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop', 'Translation English Russian']"
1282,$30k+,Squarespace Professional,255,47,$125.00,"['SquareSpace', 'Web Design', 'Responsive Web Design', 'Graphic Design', 'Search Engine Optimization (SEO)']"
1283,$60k+,"Transcription (98WPM), Virtual Assistant","2,840",254,$15.00,"['Biology', 'English', 'Transcription', 'Virtual Assistant', 'Administrative Support', 'Microsoft Excel', 'Data Entry', 'Live Chat Operator', 'Project Management', 'Customer Support']"
1284,$10k+,"Joomla Expert, Core Upgrade & Migration, Web Design, Logos, Quickbooks",570,20,$29.99,"['Joomla', 'Joomla Migration', 'Web Design', 'Web Hosting', 'Website Analytics', 'Website Development', 'Search Engine Optimization (SEO)', 'Intuit QuickBooks', 'Social Media Marketing', 'Adobe Photoshop']"
1285,$30k+,Telemarketing/Lead Gen - Marketing Consultant -,"1,064",100,$25.00,"['Lead Generation', 'Appointment Setting', 'Email Marketing', 'Content Writing', 'Article Writing', 'Blog Writing', 'Newsletter Writing', 'Video Production', 'Telemarketing', 'Market Research']"
1286,$100k+,High Conversion Sales Copywriter | Copywriting Ninja,"2,052",221,$97.00,"['Email Marketing', 'Copywriting', 'Sales Letters', 'Landing Pages', 'Video Sales Letter', 'Sales Writing', 'Writing', 'Advertising', 'Marketing Strategy', 'Business Writing']"
1287,$70k+,Experienced UX/UI designer,"1,925",14,$55.00,"['Adobe Photoshop', 'Adobe Illustrator', 'User Interface Design', 'User Experience Design', 'Web Design', 'Interaction Design', 'Sketch App', 'HTML', 'CSS']"
1288,,Product Engineering Services,,,,"['Mechanical Engineering', 'Mechatronics', '3D Modeling', 'Product Design', 'Mathematics', 'Technical Writing']"
1289,$3k+,Proofreader,305,2,$23.00,"['English Proofreading', 'English Punctuation', 'English Grammar', 'English Spelling', 'Writing', 'Data Entry', 'Microsoft Excel', 'Microsoft Word', 'General Office Skills']"
1290,$50k+,Senior ICM Developer and Business Consultant,660,1,$100.00,['Telecommunications Engineering']
1291,$4k+,Accomplished Virtual Assistant/Bookkeeper,225,7,$20.00,"['Bookkeeping', 'Virtual Assistant', 'CRM', 'Data Entry', 'Transcription', 'Typing', 'Microsoft Excel', 'Microsoft Office 365', 'Quick Books Online', 'Intuit QuickBooks']"
1292,,"Expert Management Consultant, Business Process Architect, and Editor",,,,"['Business Process Modeling', 'Business Process Reengineering', 'Business Process Management (BPM)', 'Process Architecture', ""User's Guide Writing"", 'Proposal Writing', 'Management Consulting', 'ITIL', 'ISO 9001']"
1293,$20k+,Design Engineer,296,3,$70.00,"['AutoCAD', 'Microsoft Excel']"
